,customerid,productid,rate,year,month
78342,103586,305,4,2018,11
78343,103354,7,4,2018,11
78344,103523,345,1,2018,11
78345,103505,554,4,2018,11
78346,103699,20,5,2018,12
78347,103490,175,5,2018,12
78348,103628,442,4,2018,12
78349,103382,290,4,2018,12
78350,103702,345,3,2018,12
78351,103988,293,5,2018,12
78352,103822,520,2,2018,12
78353,103644,536,1,2018,12
78354,103393,664,1,2018,12
78355,103355,353,4,2018,12
78356,103436,327,5,2018,12
78357,103587,522,3,2018,12
78358,103418,40,1,2018,12
78359,103498,246,2,2018,12
78360,103728,335,5,2018,12
78361,103605,482,5,2018,12
78362,103785,306,4,2018,12
78363,103377,86,5,2018,12
78364,103807,485,5,2019,1
78365,103836,34,3,2019,1
78366,103730,49,2,2019,1
78367,103970,520,3,2019,1
78368,14180,207,4,2019,1
78369,15042,568,2,2019,1
78370,103355,672,4,2019,1
78371,103597,145,1,2019,1
78372,103596,423,2,2019,1
78373,103758,114,5,2019,1
78374,103848,393,1,2019,1
78375,103382,386,5,2019,2
78376,103463,457,1,2019,2
78377,103961,196,4,2019,2
78378,103344,528,3,2019,2
78379,103564,91,2,2019,2
78380,103639,176,4,2019,2
78381,103869,486,4,2019,2
78382,103901,66,4,2019,2
78383,103987,310,5,2019,2
78384,103611,266,1,2019,2
78385,103779,611,2,2019,2
78386,23251,340,1,2019,2
78387,103972,189,5,2019,3
78388,103781,381,3,2019,3
78389,103958,577,1,2019,3
78390,103443,604,2,2019,3
78391,103820,313,1,2019,3
78392,103873,98,2,2019,3
78393,103718,207,5,2019,3
78394,103367,261,1,2019,3
78395,103330,335,5,2019,3
78396,103425,648,2,2019,3
78397,103350,566,5,2019,3
78398,103776,181,4,2019,3
78399,103846,533,1,2019,3
78400,103713,598,1,2019,3
78401,103320,73,2,2019,3
78402,103336,41,1,2019,3
78403,103865,190,5,2019,4
78404,103678,246,5,2019,4
78405,103506,295,5,2019,4
78406,103380,425,3,2019,4
78407,6,3,1,2019,4
78408,22881,449,5,2019,4
78409,103638,160,3,2019,4
78410,103833,310,4,2019,4
78411,103362,543,2,2019,5
78412,103784,680,4,2019,5
78413,103707,330,4,2019,5
78414,103962,276,4,2019,5
78415,103309,660,3,2019,5
78416,103380,121,3,2019,5
78417,103424,181,4,2019,5
78418,103391,589,4,2019,5
78419,103676,471,5,2019,5
78420,103867,199,4,2019,5
78421,103618,505,4,2019,5
78422,103544,399,2,2019,5
78423,103744,526,4,2019,5
78424,103991,256,2,2019,5
78425,103896,605,5,2019,5
78426,103958,197,1,2019,5
78427,103833,35,4,2019,5
78428,103867,489,4,2019,5
78429,103387,171,5,2019,6
78430,103967,428,2,2019,6
78431,103336,192,1,2019,6
78432,103781,403,3,2019,6
78433,103758,133,1,2019,6
78434,103766,517,5,2019,6
78435,103629,327,3,2019,6
78436,103510,237,2,2019,6
78437,103510,294,4,2019,6
78438,103759,438,1,2019,7
78439,103629,435,5,2019,7
78440,103366,527,4,2019,7
78441,103719,447,4,2019,7
78442,103621,305,1,2019,7
78443,103806,660,4,2019,7
78444,103833,690,1,2019,7
78445,103991,6,2,2019,7
78446,103758,329,1,2019,7
78447,103444,156,1,2019,7
78448,103997,8,1,2019,7
78449,103701,196,3,2019,7
78450,103834,601,1,2019,7
78451,103593,541,4,2019,8
78452,103553,153,1,2019,8
78453,103707,568,1,2019,8
78454,103621,550,1,2019,8
78455,103320,437,2,2019,8
78456,103954,627,3,2019,8
78457,103406,167,4,2019,8
78458,103820,248,3,2019,8
78459,103965,22,4,2019,8
78460,103862,288,2,2019,8
78461,103845,567,4,2019,8
78462,6,177,1,2019,8
78463,103413,558,2,2019,8
78464,103763,563,1,2019,9
78465,103985,517,1,2019,9
78466,103864,492,5,2019,9
78467,103807,368,5,2019,9
78468,103988,452,5,2019,9
78469,103651,382,3,2019,9
78470,103576,191,4,2019,9
78471,103659,158,5,2019,9
78472,22881,224,4,2019,9
78473,103373,232,2,2019,9
78474,103405,190,4,2019,9
78475,103316,121,4,2019,9
78476,103664,676,5,2019,9
78477,103672,325,5,2019,9
78478,103650,297,1,2019,9
78479,103699,390,5,2019,9
78480,103744,235,4,2019,9
78481,103551,620,4,2019,9
78482,103701,653,3,2019,9
78483,103512,29,3,2019,9
78484,103862,531,2,2019,10
78485,103498,126,2,2019,10
78486,103768,445,4,2019,10
78487,14902,259,1,2019,10
78488,103718,164,1,2019,10
78489,103333,614,4,2019,10
78490,103821,347,2,2019,10
78491,22881,660,1,2019,10
78492,103652,97,3,2019,10
78493,103506,654,4,2019,10
78494,103784,474,4,2019,10
78495,103693,238,4,2019,10
78496,103886,398,3,2019,10
78497,22881,63,4,2019,10
78498,103672,379,5,2019,11
78499,103367,325,5,2019,11
78500,103867,527,4,2019,11
78501,103643,42,1,2019,11
78502,103909,186,2,2019,11
78503,103505,291,4,2019,11
78504,103660,31,4,2019,11
78505,103456,298,1,2019,11
78506,103834,232,4,2019,11
78507,103709,40,3,2019,11
78508,103709,273,3,2019,11
78509,103596,95,1,2019,11
78510,103613,409,1,2019,11
78511,103822,570,2,2019,11
78512,103384,303,1,2019,12
78513,103873,557,1,2019,12
78514,103749,666,3,2019,12
78515,103806,112,1,2019,12
78516,103882,516,5,2019,12
78517,103629,432,5,2019,12
78518,103822,159,2,2019,12
78519,103369,434,1,2019,12
78520,13874,277,4,2019,12
78521,103505,625,1,2019,12
78522,103878,76,3,2019,12
78523,103758,327,5,2019,12
78524,103996,6,4,2019,12
78525,103606,428,3,2020,1
78526,103393,321,5,2020,1
78527,103886,384,2,2020,1
78528,103651,454,5,2020,1
78529,103747,85,4,2020,1
78530,103512,339,1,2020,1
78531,6,31,1,2020,1
78532,103445,114,2,2020,1
78533,103890,69,5,2020,1
78534,103451,219,4,2020,2
78535,103581,92,1,2020,2
78536,103460,87,2,2020,2
78537,103383,449,3,2020,2
78538,103780,404,1,2020,2
78539,103695,230,1,2020,2
78540,103451,452,2,2020,2
78541,103523,600,5,2020,2
78542,103853,257,3,2020,2
78543,103425,246,2,2020,3
78544,103505,218,2,2020,3
78545,103414,546,3,2020,3
78546,103912,21,3,2020,3
78547,103582,401,1,2020,3
78548,103589,480,2,2020,3
78549,22881,338,5,2020,3
78550,103879,34,5,2020,3
78551,103510,28,5,2020,3
78552,103575,451,4,2020,3
78553,103444,109,1,2020,3
78554,103373,690,1,2020,3
78555,103367,623,5,2020,3
78556,103962,653,2,2020,4
78557,103453,215,3,2020,4
78558,103367,691,5,2020,4
78559,103820,327,5,2020,4
78560,103834,504,1,2020,4
78561,103424,503,4,2020,4
78562,103425,459,2,2020,4
78563,103910,362,5,2020,4
78564,103496,536,5,2020,4
78565,103618,383,4,2020,4
78566,103414,88,3,2020,4
78567,103641,98,5,2020,4
78568,103763,371,1,2020,4
78569,103896,326,5,2020,4
78570,103467,56,5,2020,4
78571,103321,461,4,2020,5
78572,103496,292,5,2020,5
78573,103412,493,1,2020,5
78574,103309,269,5,2020,5
78575,103831,607,2,2020,5
78576,103886,328,3,2020,5
78577,103467,304,5,2020,5
78578,103590,322,1,2020,5
78579,103582,94,1,2020,5
78580,103653,584,5,2020,5
78581,103845,602,4,2020,5
78582,103765,178,5,2020,5
78583,103744,136,1,2020,5
78584,103915,629,1,2020,5
78585,103834,634,4,2020,5
78586,103676,169,4,2020,5
78587,103820,1,5,2020,5
78588,103382,536,4,2020,5
78589,103959,275,2,2020,6
78590,103670,309,2,2020,6
78591,103982,208,5,2020,6
78592,103759,283,1,2020,6
78593,103977,508,5,2020,6
78594,103378,291,5,2020,6
78595,103618,513,4,2020,6
78596,103972,381,5,2020,6
78597,103652,92,5,2020,6
78598,103510,493,5,2020,7
78599,103333,208,1,2020,7
78600,103350,187,5,2020,7
78601,103500,381,2,2020,7
78602,103765,119,3,2020,7
78603,103846,248,1,2020,7
78604,103910,167,5,2020,7
78605,103987,427,1,2020,7
78606,103541,292,3,2020,7
78607,103611,393,1,2020,7
78608,103378,95,1,2020,7
78609,103446,310,3,2020,7
78610,103393,79,4,2020,7
78611,103907,600,5,2020,7
78612,103509,540,5,2020,7
78613,103577,546,2,2020,7
78614,103491,643,5,2020,8
78615,103367,293,5,2020,8
78616,103568,523,2,2020,8
78617,103821,13,2,2020,8
78618,103432,453,1,2020,8
78619,103587,278,4,2020,8
78620,103736,539,3,2020,8
78621,103496,36,1,2020,8
78622,103618,664,2,2020,8
78623,103907,229,5,2020,8
78624,103641,79,5,2020,8
78625,103596,645,2,2020,8
78626,103496,180,3,2020,8
78627,103344,83,2,2020,8
78628,103521,587,4,2020,8
78629,103617,222,4,2020,9
78630,103821,92,1,2020,9
78631,103441,663,5,2020,9
78632,103541,645,3,2020,9
78633,103621,120,1,2020,9
78634,13874,465,5,2020,9
78635,103605,98,5,2020,9
78636,103510,543,5,2020,9
78637,103510,322,4,2020,9
78638,103821,511,1,2020,9
78639,103896,285,5,2020,9
78640,103501,585,4,2020,9
78641,103443,492,2,2020,9
78642,103320,79,4,2020,9
78643,103505,424,4,2020,9
78644,103650,319,1,2020,10
78645,103523,27,5,2020,10
78646,22881,184,2,2020,10
78647,103873,456,3,2020,10
78648,103498,416,2,2020,10
78649,103384,232,2,2020,10
78650,103378,677,1,2020,10
78651,103387,308,5,2020,10
78652,103707,85,3,2020,10
78653,103403,82,5,2020,10
78654,103709,413,3,2020,10
78655,103355,540,4,2020,10
78656,103565,194,3,2020,10
78657,103541,176,3,2020,11
78658,103862,217,2,2020,11
78659,103958,386,1,2020,11
78660,103403,638,3,2020,11
78661,103466,121,4,2020,11
78662,103436,347,1,2020,11
78663,103401,264,4,2020,12
78664,103700,501,1,2020,12
78665,103761,94,1,2020,12
78666,103453,23,3,2020,12
78667,14906,365,4,2020,12
78668,14180,146,4,2020,12
78669,103765,217,5,2020,12
78670,103356,487,1,2021,1
78671,103394,582,3,2021,1
78672,103575,332,4,2021,1
78673,103466,358,4,2021,1
78674,103576,187,4,2021,1
78675,103960,201,2,2021,1
78676,103321,385,1,2021,1
78677,103596,174,1,2021,1
78678,103350,279,1,2021,1
78679,103387,628,5,2021,1
78680,103496,205,5,2021,1
78681,103602,649,1,2021,1
78682,15042,193,2,2021,2
78683,103958,274,4,2021,2
78684,103719,92,4,2021,2
78685,103501,630,4,2021,2
78686,103350,474,5,2021,2
78687,103996,576,4,2021,2
78688,103510,279,2,2021,2
78689,3,129,1,2021,2
78690,103401,638,4,2021,2
78691,103617,86,4,2021,2
78692,103646,136,5,2021,2
78693,103412,266,3,2021,3
78694,103545,599,5,2021,3
78695,103862,376,2,2021,3
78696,103873,479,3,2021,3
78697,103569,599,3,2021,3
78698,103629,350,4,2021,3
78699,103700,600,1,2021,3
78700,3,683,1,2021,4
78701,103705,398,4,2021,4
78702,103587,38,4,2021,4
78703,103406,319,3,2021,4
78704,103741,201,3,2021,4
78705,103408,76,2,2021,4
78706,103406,536,5,2021,4
78707,103483,313,5,2021,4
78708,103896,570,2,2021,4
78709,103623,595,1,2021,4
78710,103316,605,4,2021,4
78711,103413,449,2,2021,4
78712,103393,82,5,2021,5
78713,103525,37,5,2021,5
78714,103333,500,1,2021,5
78715,103996,452,4,2021,5
78716,103726,296,4,2021,5
78717,103406,582,3,2021,5
78718,103758,621,3,2021,5
78719,103416,253,2,2021,5
78720,103977,469,5,2021,5
78721,103476,237,4,2021,5
78722,103996,609,4,2021,6
78723,103382,226,4,2021,6
78724,103316,320,4,2021,6
78725,103709,457,3,2021,6
78726,103890,94,5,2021,6
78727,103886,10,1,2021,6
78728,103758,61,1,2021,6
78729,103629,613,4,2021,6
78730,103971,451,5,2021,6
78731,103699,204,5,2021,7
78732,6,272,1,2021,7
78733,103516,641,4,2021,7
78734,103567,487,1,2021,7
78735,103617,354,4,2021,7
78736,6,479,1,2021,7
78737,103907,157,1,2021,7
78738,103316,245,4,2021,7
78739,103425,426,5,2021,7
78740,103831,614,1,2021,7
78741,103432,249,1,2021,7
78742,103728,564,5,2021,7
78743,103515,16,5,2021,7
78744,103960,418,4,2021,7
78745,103780,473,1,2021,7
78746,14180,463,4,2021,7
78747,103869,473,2,2021,8
78748,103592,428,1,2021,8
78749,103878,645,4,2021,8
78750,103396,676,2,2021,8
78751,103593,299,2,2021,8
78752,103672,79,5,2021,8
78753,103749,436,2,2021,8
78754,103618,443,4,2021,8
78755,22881,244,1,2021,8
78756,103314,465,5,2021,9
78757,103821,657,1,2021,9
78758,103451,375,2,2021,9
78759,103593,549,4,2021,9
78760,103408,122,4,2021,9
78761,103576,54,1,2021,9
78762,103996,389,4,2021,9
78763,103650,397,1,2021,9
78764,15042,68,5,2021,9
78765,103702,352,5,2021,9
78766,103780,228,2,2021,9
78767,103659,548,1,2021,9
78768,103707,126,4,2021,9
78769,103441,681,2,2021,9
78770,103577,564,3,2021,9
78771,103970,338,3,2021,9
78772,103355,147,4,2021,10
78773,103780,444,1,2021,10
78774,103446,154,3,2021,10
78775,103384,97,2,2021,10
78776,103901,231,5,2021,10
78777,103703,478,5,2021,10
78778,103405,289,4,2021,10
78779,103883,460,5,2021,10
78780,103405,297,4,2021,10
78781,13874,98,3,2021,10
78782,103848,325,5,2021,10
78783,103749,219,1,2021,10
78784,103641,629,4,2021,10
78785,103558,311,2,2021,10
78786,103960,524,4,2021,11
78787,103845,181,4,2021,11
78788,103408,198,4,2021,11
78789,103418,647,1,2021,11
78790,13892,517,3,2021,11
78791,103392,399,3,2021,11
78792,103911,293,2,2021,11
78793,22881,516,4,2021,11
78794,103864,526,5,2021,11
78795,103320,74,5,2021,11
78796,103765,544,5,2021,11
78797,103873,13,2,2021,11
78798,103505,575,2,2021,11
78799,103512,526,1,2021,11
78800,103577,64,3,2021,12
78801,103768,397,4,2021,12
78802,103577,616,2,2021,12
78803,103659,171,5,2021,12
78804,103651,3,3,2021,12
78805,103321,507,1,2021,12
78806,103401,27,4,2021,12
78807,103467,599,4,2021,12
78808,103982,531,4,2021,12
78809,103404,68,1,2021,12
78810,103316,294,4,2021,12
78811,103854,271,1,2021,12
78812,103676,576,3,2022,1
78813,103503,542,1,2022,1
78814,103327,490,1,2022,1
78815,103674,497,4,2022,1
78816,103603,448,4,2022,1
78817,103854,307,1,2022,1
78818,103594,299,5,2022,1
78819,103318,636,5,2022,1
78820,103767,666,5,2022,1
78821,103960,221,4,2022,1
78822,103491,332,1,2022,1
78823,103867,560,4,2022,2
78824,103576,396,1,2022,2
78825,103406,628,4,2022,2
78826,103577,651,3,2022,2
78827,103812,324,2,2022,2
78828,103656,150,4,2022,2
78829,103996,688,4,2022,2
78830,103890,60,4,2022,3
78831,14180,8,4,2022,3
78832,103372,404,5,2022,3
78833,103820,42,3,2022,3
78834,103602,385,1,2022,3
78835,103372,566,3,2022,3
78836,103629,617,3,2022,3
78837,103395,658,3,2022,3
78838,103873,100,1,2022,3
78839,103865,257,2,2022,3
78840,103836,684,5,2022,3
78841,22881,215,5,2022,3
78842,103996,225,5,2022,3
78843,103425,87,5,2022,3
78844,103523,316,1,2018,1
78845,103996,533,2,2018,1
78846,103582,553,1,2018,1
78847,103879,123,5,2018,1
78848,13892,194,3,2018,1
78849,103848,7,1,2018,1
78850,103962,388,2,2018,1
78851,103581,574,2,2018,1
78852,103391,586,4,2018,1
78853,103454,436,4,2018,2
78854,103873,448,2,2018,2
78855,103545,492,5,2018,2
78856,103432,529,4,2018,2
78857,103621,60,1,2018,2
78858,103367,616,2,2018,2
78859,103911,611,5,2018,2
78860,103558,20,1,2018,2
78861,103309,163,3,2018,2
78862,103841,27,2,2018,2
78863,103594,206,5,2018,2
78864,103650,294,1,2018,2
78865,103676,552,4,2018,2
78866,103864,584,5,2018,2
78867,103883,611,5,2018,3
78868,13874,364,3,2018,3
78869,15042,481,2,2018,3
78870,103330,687,5,2018,3
78871,103806,42,1,2018,3
78872,103820,385,5,2018,3
78873,103699,70,5,2018,3
78874,103672,129,5,2018,3
78875,103653,653,2,2018,3
78876,103503,163,1,2018,3
78877,103309,546,5,2018,3
78878,103651,598,3,2018,3
78879,103367,346,1,2018,3
78880,103393,87,5,2018,3
78881,103565,182,3,2018,4
78882,103413,284,2,2018,4
78883,103910,301,1,2018,4
78884,103972,614,5,2018,4
78885,6,294,1,2018,4
78886,103491,49,4,2018,4
78887,103775,208,4,2018,4
78888,103629,558,5,2018,4
78889,103770,164,5,2018,4
78890,103765,467,5,2018,4
78891,103551,85,4,2018,4
78892,103707,84,4,2018,4
78893,103621,345,1,2018,4
78894,103770,368,5,2018,5
78895,103678,690,5,2018,5
78896,103958,304,3,2018,5
78897,15202,508,1,2018,5
78898,103718,326,2,2018,5
78899,103911,317,2,2018,5
78900,103982,462,5,2018,5
78901,103367,260,1,2018,5
78902,103614,473,3,2018,5
78903,103894,554,4,2018,5
78904,103700,167,2,2018,5
78905,103982,486,5,2018,5
78906,103320,240,4,2018,5
78907,103745,92,5,2018,5
78908,103867,559,4,2018,5
78909,103699,418,5,2018,5
78910,103853,81,2,2018,5
78911,103672,210,5,2018,6
78912,103596,88,2,2018,6
78913,103962,25,4,2018,6
78914,103638,19,3,2018,6
78915,103641,329,4,2018,6
78916,103593,149,4,2018,6
78917,103557,23,5,2018,6
78918,103553,476,1,2018,6
78919,103544,192,5,2018,6
78920,103846,539,1,2018,6
78921,103834,86,1,2018,6
78922,103467,165,3,2018,6
78923,103510,432,2,2018,6
78924,103416,670,1,2018,6
78925,103430,150,4,2018,7
78926,103718,188,5,2018,7
78927,103996,583,3,2018,7
78928,103514,45,1,2018,7
78929,103834,609,1,2018,7
78930,103838,298,2,2018,7
78931,103423,520,2,2018,7
78932,103503,209,1,2018,7
78933,103755,463,2,2018,7
78934,103836,315,1,2018,8
78935,103639,270,1,2018,8
78936,103776,507,2,2018,8
78937,103467,102,3,2018,8
78938,15042,155,5,2018,8
78939,103700,103,2,2018,8
78940,103496,111,5,2018,8
78941,103878,337,4,2018,8
78942,103901,652,5,2018,8
78943,103651,9,5,2018,8
78944,15042,606,5,2018,8
78945,103451,580,4,2018,8
78946,103515,392,5,2018,8
78947,103730,324,2,2018,8
78948,103443,409,2,2018,9
78949,103408,269,4,2018,9
78950,103576,170,4,2018,9
78951,103444,216,1,2018,9
78952,103834,673,1,2018,9
78953,103453,563,3,2018,9
78954,103589,652,4,2018,9
78955,22881,642,4,2018,9
78956,103451,75,2,2018,9
78957,103820,110,5,2018,9
78958,103748,105,1,2018,9
78959,103430,100,4,2018,10
78960,13874,448,4,2018,10
78961,103899,609,4,2018,10
78962,103758,599,5,2018,10
78963,103641,86,5,2018,10
78964,103883,354,5,2018,10
78965,103755,14,2,2018,10
78966,15202,614,1,2018,10
78967,103661,328,1,2018,10
78968,103992,170,4,2018,11
78969,103954,151,2,2018,11
78970,103864,369,5,2018,11
78971,103873,579,3,2018,11
78972,103600,631,1,2018,11
78973,103367,323,5,2018,11
78974,103996,140,3,2018,11
78975,103836,90,5,2018,11
78976,103958,428,4,2018,11
78977,103960,364,2,2018,11
78978,103834,493,1,2018,12
78979,103352,597,2,2018,12
78980,103820,648,1,2018,12
78981,103587,254,4,2018,12
78982,103996,464,4,2018,12
78983,103576,534,1,2018,12
78984,103755,558,2,2018,12
78985,103641,154,5,2018,12
78986,103702,64,5,2018,12
78987,103505,519,4,2018,12
78988,103506,502,5,2018,12
78989,103367,509,1,2018,12
78990,103603,315,4,2018,12
78991,15221,120,1,2018,12
78992,103309,7,3,2018,12
78993,103597,534,4,2019,1
78994,103384,78,2,2019,1
78995,103707,130,4,2019,1
78996,103883,357,5,2019,1
78997,103848,183,1,2019,1
78998,103873,475,4,2019,1
78999,103432,452,1,2019,1
79000,103466,100,4,2019,1
79001,103996,354,4,2019,1
79002,103659,342,5,2019,1
79003,103864,686,5,2019,1
79004,103654,255,5,2019,2
79005,103408,619,4,2019,2
79006,103521,283,4,2019,2
79007,103652,395,3,2019,2
79008,103406,670,5,2019,2
79009,103503,678,1,2019,2
79010,103405,211,4,2019,2
79011,103350,446,1,2019,2
79012,103467,321,1,2019,2
79013,103822,446,2,2019,2
79014,103873,474,2,2019,2
79015,103987,496,1,2019,2
79016,103650,126,3,2019,2
79017,103456,423,1,2019,2
79018,103436,476,1,2019,3
79019,103432,17,4,2019,3
79020,14906,599,4,2019,3
79021,103831,376,2,2019,3
79022,103366,103,2,2019,3
79023,103996,338,5,2019,3
79024,103676,689,3,2019,3
79025,103618,557,2,2019,3
79026,103491,367,1,2019,3
79027,103833,198,4,2019,3
79028,103985,198,1,2019,3
79029,103488,345,1,2019,3
79030,103853,95,3,2019,3
79031,103645,345,2,2019,3
79032,103749,668,1,2019,3
79033,103527,281,2,2019,3
79034,103962,57,2,2019,4
79035,103528,686,2,2019,4
79036,103506,138,4,2019,4
79037,103701,79,3,2019,4
79038,103873,330,1,2019,4
79039,103836,469,5,2019,4
79040,103367,644,5,2019,4
79041,103719,628,4,2019,4
79042,103596,585,4,2019,4
79043,103505,444,1,2019,4
79044,103996,176,4,2019,4
79045,103320,359,5,2019,4
79046,103883,196,5,2019,4
79047,103416,608,1,2019,4
79048,103597,13,1,2019,4
79049,103467,386,4,2019,4
79050,103703,521,5,2019,4
79051,103444,366,1,2019,4
79052,103515,371,5,2019,4
79053,103806,604,1,2019,4
79054,103600,533,2,2019,5
79055,103408,209,4,2019,5
79056,103699,218,5,2019,5
79057,13879,111,5,2019,5
79058,103676,687,5,2019,5
79059,103463,312,1,2019,5
79060,103401,382,4,2019,5
79061,103867,524,4,2019,5
79062,103509,443,5,2019,5
79063,13874,143,4,2019,5
79064,103350,373,1,2019,5
79065,103505,379,4,2019,5
79066,103605,313,5,2019,5
79067,103467,549,3,2019,6
79068,103463,514,3,2019,6
79069,103367,518,2,2019,6
79070,103629,625,5,2019,6
79071,103703,202,5,2019,6
79072,103972,233,1,2019,6
79073,103401,285,5,2019,6
79074,103414,635,3,2019,7
79075,103369,215,5,2019,7
79076,103737,460,5,2019,7
79077,103505,195,4,2019,7
79078,103501,52,4,2019,7
79079,103356,20,1,2019,7
79080,103581,152,3,2019,7
79081,103557,126,5,2019,7
79082,103627,419,1,2019,7
79083,103878,139,4,2019,7
79084,103841,418,1,2019,7
79085,103852,118,4,2019,7
79086,103699,1,5,2019,7
79087,103443,478,2,2019,7
79088,103765,618,5,2019,7
79089,103639,370,1,2019,7
79090,103644,87,1,2019,7
79091,103719,667,4,2019,7
79092,103606,83,3,2019,7
79093,103587,360,4,2019,7
79094,103688,116,1,2019,8
79095,14902,660,1,2019,8
79096,103602,212,1,2019,8
79097,103765,122,3,2019,8
79098,103394,16,3,2019,8
79099,103628,691,4,2019,8
79100,103414,274,3,2019,8
79101,103510,183,5,2019,8
79102,103659,220,5,2019,8
79103,103698,582,1,2019,9
79104,103845,615,4,2019,9
79105,103774,589,4,2019,9
79106,103728,43,5,2019,9
79107,103595,478,3,2019,9
79108,103595,203,3,2019,9
79109,103318,353,5,2019,9
79110,103748,509,1,2019,9
79111,103678,1,3,2019,9
79112,103883,4,5,2019,9
79113,103833,446,4,2019,9
79114,103581,125,3,2019,9
79115,103606,461,4,2019,10
79116,13874,45,4,2019,10
79117,103678,195,1,2019,10
79118,103683,336,3,2019,10
79119,103466,89,4,2019,10
79120,103730,600,2,2019,10
79121,103972,444,5,2019,10
79122,103393,647,5,2019,10
79123,14180,292,4,2019,10
79124,103383,326,3,2019,10
79125,103877,335,3,2019,10
79126,103510,51,2,2019,10
79127,103683,111,3,2019,11
79128,103765,250,5,2019,11
79129,103845,5,4,2019,11
79130,103505,562,4,2019,11
79131,103523,227,5,2019,11
79132,103558,296,2,2019,11
79133,103650,81,3,2019,11
79134,103425,28,2,2019,11
79135,103758,47,1,2019,11
79136,15042,636,2,2019,11
79137,103912,154,3,2019,12
79138,103593,59,4,2019,12
79139,103463,527,3,2019,12
79140,103600,683,2,2019,12
79141,103868,291,4,2019,12
79142,103886,452,3,2019,12
79143,103767,636,5,2019,12
79144,103820,201,1,2019,12
79145,103441,669,2,2019,12
79146,103894,195,4,2019,12
79147,103356,325,1,2019,12
79148,103825,474,4,2019,12
79149,22881,19,5,2019,12
79150,103796,619,5,2020,1
79151,103405,440,4,2020,1
79152,103755,358,2,2020,1
79153,103451,665,4,2020,1
79154,103747,262,4,2020,1
79155,103644,395,1,2020,1
79156,103878,625,4,2020,1
79157,103373,181,2,2020,1
79158,103659,190,5,2020,1
79159,103444,231,1,2020,1
79160,103780,270,1,2020,1
79161,103467,66,4,2020,1
79162,103379,668,5,2020,1
79163,103801,147,5,2020,2
79164,103372,207,5,2020,2
79165,103879,602,5,2020,2
79166,103703,193,5,2020,2
79167,103327,226,1,2020,2
79168,103483,578,5,2020,2
79169,103653,464,4,2020,2
79170,103600,262,1,2020,2
79171,103442,292,5,2020,2
79172,103501,574,4,2020,2
79173,103606,278,2,2020,2
79174,103467,335,3,2020,2
79175,13879,236,2,2020,2
79176,23251,474,1,2020,2
79177,103906,400,4,2020,3
79178,103820,18,5,2020,3
79179,103700,211,5,2020,3
79180,103310,71,1,2020,3
79181,103618,270,2,2020,3
79182,103441,325,4,2020,3
79183,103466,277,4,2020,3
79184,103910,458,5,2020,3
79185,103594,224,5,2020,3
79186,103396,356,2,2020,3
79187,103997,462,1,2020,3
79188,103456,44,1,2020,3
79189,103655,679,3,2020,4
79190,22881,15,1,2020,4
79191,103838,229,5,2020,4
79192,103503,237,1,2020,4
79193,103744,642,4,2020,4
79194,103901,545,4,2020,5
79195,103997,670,1,2020,5
79196,103699,341,5,2020,5
79197,103454,594,1,2020,5
79198,103957,110,2,2020,5
79199,103781,507,4,2020,5
79200,103394,162,5,2020,5
79201,103399,160,1,2020,5
79202,103833,237,4,2020,5
79203,103355,175,4,2020,6
79204,103744,624,5,2020,6
79205,103907,167,1,2020,6
79206,103831,222,1,2020,6
79207,103451,339,2,2020,6
79208,103744,417,1,2020,6
79209,103845,615,4,2020,6
79210,103627,179,5,2020,6
79211,103641,310,4,2020,6
79212,103595,608,3,2020,6
79213,103463,188,3,2020,6
79214,103676,571,1,2020,6
79215,103996,511,4,2020,6
79216,3,610,1,2020,6
79217,103589,580,4,2020,6
79218,103686,54,5,2020,6
79219,103879,483,5,2020,7
79220,14906,69,4,2020,7
79221,103749,687,2,2020,7
79222,103344,449,3,2020,7
79223,103958,273,1,2020,7
79224,103958,107,4,2020,7
79225,103528,563,2,2020,7
79226,103911,602,2,2020,7
79227,103355,116,4,2020,7
79228,103641,45,1,2020,7
79229,103997,518,1,2020,7
79230,103510,260,4,2020,7
79231,103985,360,1,2020,8
79232,103996,665,5,2020,8
79233,103737,440,5,2020,8
79234,103812,605,1,2020,8
79235,103761,231,1,2020,8
79236,103678,233,5,2020,8
79237,103467,25,3,2020,8
79238,103416,562,3,2020,9
79239,103453,89,3,2020,9
79240,103883,157,5,2020,9
79241,103962,622,2,2020,9
79242,103899,578,4,2020,9
79243,103873,254,1,2020,9
79244,103595,97,3,2020,9
79245,103467,267,3,2020,9
79246,14902,2,1,2020,9
79247,103399,31,1,2020,10
79248,103436,290,1,2020,10
79249,103320,10,5,2020,10
79250,103834,432,4,2020,10
79251,103954,114,5,2020,10
79252,103408,432,4,2020,10
79253,103380,196,3,2020,10
79254,103878,408,3,2020,10
79255,103758,637,3,2020,10
79256,103707,390,4,2020,10
79257,103497,526,4,2020,10
79258,103541,166,3,2020,10
79259,103613,97,1,2020,10
79260,103763,73,1,2020,10
79261,103444,524,1,2020,10
79262,103652,319,3,2020,10
79263,103825,631,4,2020,10
79264,103867,66,4,2020,11
79265,103496,646,1,2020,11
79266,103497,422,4,2020,11
79267,103820,88,5,2020,11
79268,103466,623,5,2020,11
79269,103811,141,3,2020,11
79270,103446,196,3,2020,11
79271,103501,276,4,2020,11
79272,103676,181,1,2020,11
79273,103553,586,1,2020,11
